inst,master_lib,master_cell,master_view,orient,term,direction,net,layer,purpose,master_llx,master_lly,master_urx,master_ury,top_llx,top_lly,top_urx,top_ury,top_cx,top_cy,norm_top_llx,norm_top_lly,norm_top_urx,norm_top_ury,norm_top_cx,norm_top_cy,nearest_inst_side
M1,SPADMIC,DDRs2,layout,,Out_N<13>,inputOutput,,MET2,pin,1010.440000,128.885000,1010.960000,129.205000,1056.570000,3104.350000,1057.090000,3104.670000,1056.830000,3104.510000,1056.810000,3392.065000,1057.330000,3392.385000,1057.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,Out_P<13>,inputOutput,,MET2,pin,1060.140000,129.340000,1060.660000,129.685000,1106.270000,3104.805000,1106.790000,3105.150000,1106.530000,3104.977500,1106.510000,3392.520000,1107.030000,3392.865000,1106.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<13>,inputOutput,,MET2,pin,979.030000,0.000000,979.310000,0.265000,1025.160000,2975.465000,1025.440000,2975.730000,1025.300000,2975.597500,1025.400000,3263.180000,1025.680000,3263.445000,1025.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,DATA_L<13>,inputOutput,,MET2,pin,984.585000,-0.002000,984.865000,0.228000,1030.715000,2975.463000,1030.995000,2975.693000,1030.855000,2975.578000,1030.955000,3263.178000,1031.235000,3263.408000,1031.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<14>,inputOutput,,MET2,pin,822.440000,128.885000,822.960000,129.205000,868.570000,3104.350000,869.090000,3104.670000,868.830000,3104.510000,868.810000,3392.065000,869.330000,3392.385000,869.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,Out_P<14>,inputOutput,,MET2,pin,872.140000,129.340000,872.660000,129.685000,918.270000,3104.805000,918.790000,3105.150000,918.530000,3104.977500,918.510000,3392.520000,919.030000,3392.865000,918.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<14>,inputOutput,,MET2,pin,791.030000,0.000000,791.310000,0.265000,837.160000,2975.465000,837.440000,2975.730000,837.300000,2975.597500,837.400000,3263.180000,837.680000,3263.445000,837.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,DATA_H<10>,inputOutput,,MET2,pin,1543.030000,0.000000,1543.310000,0.265000,1589.160000,2975.465000,1589.440000,2975.730000,1589.300000,2975.597500,1589.400000,3263.180000,1589.680000,3263.445000,1589.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,DATA_L<10>,inputOutput,,MET2,pin,1548.585000,-0.002000,1548.865000,0.228000,1594.715000,2975.463000,1594.995000,2975.693000,1594.855000,2975.578000,1594.955000,3263.178000,1595.235000,3263.408000,1595.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,DVSS,inputOutput,,METTP,pin,-21.025000,46.610000,-19.165000,81.610000,25.105000,3022.075000,26.965000,3057.075000,26.035000,3039.575000,25.345000,3309.790000,27.205000,3344.790000,26.275000,3327.290000,LEFT
M1,SPADMIC,DDRs2,layout,,DVDD,inputOutput,,METTP,pin,-21.025000,6.610000,-18.890000,41.610000,25.105000,2982.075000,27.240000,3017.075000,26.172500,2999.575000,25.345000,3269.790000,27.480000,3304.790000,26.412500,3287.290000,LEFT
M1,SPADMIC,DDRs2,layout,,Out_N<0>,inputOutput,,MET2,pin,3454.440000,128.885000,3454.960000,129.205000,3500.570000,3104.350000,3501.090000,3104.670000,3500.830000,3104.510000,3500.810000,3392.065000,3501.330000,3392.385000,3501.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,Out_P<0>,inputOutput,,MET2,pin,3504.140000,129.340000,3504.660000,129.685000,3550.270000,3104.805000,3550.790000,3105.150000,3550.530000,3104.977500,3550.510000,3392.520000,3551.030000,3392.865000,3550.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<2>,inputOutput,,MET2,pin,3052.585000,-0.002000,3052.865000,0.228000,3098.715000,2975.463000,3098.995000,2975.693000,3098.855000,2975.578000,3098.955000,3263.178000,3099.235000,3263.408000,3099.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<3>,inputOutput,,MET2,pin,2940.140000,129.340000,2940.660000,129.685000,2986.270000,3104.805000,2986.790000,3105.150000,2986.530000,3104.977500,2986.510000,3392.520000,2987.030000,3392.865000,2986.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<3>,inputOutput,,MET2,pin,2864.585000,-0.002000,2864.865000,0.228000,2910.715000,2975.463000,2910.995000,2975.693000,2910.855000,2975.578000,2910.955000,3263.178000,2911.235000,3263.408000,2911.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<4>,inputOutput,,MET2,pin,2752.140000,129.340000,2752.660000,129.685000,2798.270000,3104.805000,2798.790000,3105.150000,2798.530000,3104.977500,2798.510000,3392.520000,2799.030000,3392.865000,2798.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<4>,inputOutput,,MET2,pin,2676.585000,-0.002000,2676.865000,0.228000,2722.715000,2975.463000,2722.995000,2975.693000,2722.855000,2975.578000,2722.955000,3263.178000,2723.235000,3263.408000,2723.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<5>,inputOutput,,MET2,pin,2564.140000,129.340000,2564.660000,129.685000,2610.270000,3104.805000,2610.790000,3105.150000,2610.530000,3104.977500,2610.510000,3392.520000,2611.030000,3392.865000,2610.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<5>,inputOutput,,MET2,pin,2488.585000,-0.002000,2488.865000,0.228000,2534.715000,2975.463000,2534.995000,2975.693000,2534.855000,2975.578000,2534.955000,3263.178000,2535.235000,3263.408000,2535.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<6>,inputOutput,,MET2,pin,2376.140000,129.340000,2376.660000,129.685000,2422.270000,3104.805000,2422.790000,3105.150000,2422.530000,3104.977500,2422.510000,3392.520000,2423.030000,3392.865000,2422.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<6>,inputOutput,,MET2,pin,2300.585000,-0.002000,2300.865000,0.228000,2346.715000,2975.463000,2346.995000,2975.693000,2346.855000,2975.578000,2346.955000,3263.178000,2347.235000,3263.408000,2347.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<7>,inputOutput,,MET2,pin,2188.140000,129.340000,2188.660000,129.685000,2234.270000,3104.805000,2234.790000,3105.150000,2234.530000,3104.977500,2234.510000,3392.520000,2235.030000,3392.865000,2234.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<7>,inputOutput,,MET2,pin,2112.585000,-0.002000,2112.865000,0.228000,2158.715000,2975.463000,2158.995000,2975.693000,2158.855000,2975.578000,2158.955000,3263.178000,2159.235000,3263.408000,2159.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<8>,inputOutput,,MET2,pin,2000.140000,129.340000,2000.660000,129.685000,2046.270000,3104.805000,2046.790000,3105.150000,2046.530000,3104.977500,2046.510000,3392.520000,2047.030000,3392.865000,2046.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<8>,inputOutput,,MET2,pin,1924.585000,-0.002000,1924.865000,0.228000,1970.715000,2975.463000,1970.995000,2975.693000,1970.855000,2975.578000,1970.955000,3263.178000,1971.235000,3263.408000,1971.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<9>,inputOutput,,MET2,pin,1812.140000,129.340000,1812.660000,129.685000,1858.270000,3104.805000,1858.790000,3105.150000,1858.530000,3104.977500,1858.510000,3392.520000,1859.030000,3392.865000,1858.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_L<9>,inputOutput,,MET2,pin,1736.585000,-0.002000,1736.865000,0.228000,1782.715000,2975.463000,1782.995000,2975.693000,1782.855000,2975.578000,1782.955000,3263.178000,1783.235000,3263.408000,1783.095000,3263.293000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<10>,inputOutput,,MET2,pin,1624.140000,129.340000,1624.660000,129.685000,1670.270000,3104.805000,1670.790000,3105.150000,1670.530000,3104.977500,1670.510000,3392.520000,1671.030000,3392.865000,1670.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,Out_P<2>,inputOutput,,MET2,pin,3128.140000,129.340000,3128.660000,129.685000,3174.270000,3104.805000,3174.790000,3105.150000,3174.530000,3104.977500,3174.510000,3392.520000,3175.030000,3392.865000,3174.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<2>,inputOutput,,MET2,pin,3047.030000,0.000000,3047.310000,0.265000,3093.160000,2975.465000,3093.440000,2975.730000,3093.300000,2975.597500,3093.400000,3263.180000,3093.680000,3263.445000,3093.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<3>,inputOutput,,MET2,pin,2890.440000,128.885000,2890.960000,129.205000,2936.570000,3104.350000,2937.090000,3104.670000,2936.830000,3104.510000,2936.810000,3392.065000,2937.330000,3392.385000,2937.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<3>,inputOutput,,MET2,pin,2859.030000,0.000000,2859.310000,0.265000,2905.160000,2975.465000,2905.440000,2975.730000,2905.300000,2975.597500,2905.400000,3263.180000,2905.680000,3263.445000,2905.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<4>,inputOutput,,MET2,pin,2702.440000,128.885000,2702.960000,129.205000,2748.570000,3104.350000,2749.090000,3104.670000,2748.830000,3104.510000,2748.810000,3392.065000,2749.330000,3392.385000,2749.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<4>,inputOutput,,MET2,pin,2671.030000,0.000000,2671.310000,0.265000,2717.160000,2975.465000,2717.440000,2975.730000,2717.300000,2975.597500,2717.400000,3263.180000,2717.680000,3263.445000,2717.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<5>,inputOutput,,MET2,pin,2514.440000,128.885000,2514.960000,129.205000,2560.570000,3104.350000,2561.090000,3104.670000,2560.830000,3104.510000,2560.810000,3392.065000,2561.330000,3392.385000,2561.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<5>,inputOutput,,MET2,pin,2483.030000,0.000000,2483.310000,0.265000,2529.160000,2975.465000,2529.440000,2975.730000,2529.300000,2975.597500,2529.400000,3263.180000,2529.680000,3263.445000,2529.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<6>,inputOutput,,MET2,pin,2326.440000,128.885000,2326.960000,129.205000,2372.570000,3104.350000,2373.090000,3104.670000,2372.830000,3104.510000,2372.810000,3392.065000,2373.330000,3392.385000,2373.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<6>,inputOutput,,MET2,pin,2295.030000,0.000000,2295.310000,0.265000,2341.160000,2975.465000,2341.440000,2975.730000,2341.300000,2975.597500,2341.400000,3263.180000,2341.680000,3263.445000,2341.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<7>,inputOutput,,MET2,pin,2138.440000,128.885000,2138.960000,129.205000,2184.570000,3104.350000,2185.090000,3104.670000,2184.830000,3104.510000,2184.810000,3392.065000,2185.330000,3392.385000,2185.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<7>,inputOutput,,MET2,pin,2107.030000,0.000000,2107.310000,0.265000,2153.160000,2975.465000,2153.440000,2975.730000,2153.300000,2975.597500,2153.400000,3263.180000,2153.680000,3263.445000,2153.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<8>,inputOutput,,MET2,pin,1950.440000,128.885000,1950.960000,129.205000,1996.570000,3104.350000,1997.090000,3104.670000,1996.830000,3104.510000,1996.810000,3392.065000,1997.330000,3392.385000,1997.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<8>,inputOutput,,MET2,pin,1919.030000,0.000000,1919.310000,0.265000,1965.160000,2975.465000,1965.440000,2975.730000,1965.300000,2975.597500,1965.400000,3263.180000,1965.680000,3263.445000,1965.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<9>,inputOutput,,MET2,pin,1762.440000,128.885000,1762.960000,129.205000,1808.570000,3104.350000,1809.090000,3104.670000,1808.830000,3104.510000,1808.810000,3392.065000,1809.330000,3392.385000,1809.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<9>,inputOutput,,MET2,pin,1731.030000,0.000000,1731.310000,0.265000,1777.160000,2975.465000,1777.440000,2975.730000,1777.300000,2975.597500,1777.400000,3263.180000,1777.680000,3263.445000,1777.540000,3263.312500,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_N<10>,inputOutput,,MET2,pin,1574.440000,128.885000,1574.960000,129.205000,1620.570000,3104.350000,1621.090000,3104.670000,1620.830000,3104.510000,1620.810000,3392.065000,1621.330000,3392.385000,1621.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,Out_N<2>,inputOutput,,MET2,pin,3078.440000,128.885000,3078.960000,129.205000,3124.570000,3104.350000,3125.090000,3104.670000,3124.830000,3104.510000,3124.810000,3392.065000,3125.330000,3392.385000,3125.070000,3392.225000,TOP
M1,SPADMIC,DDRs2,layout,,CLK_160M,inputOutput,,MET2,pin,3425.840000,0.000000,3426.120000,0.410000,3471.970000,2975.465000,3472.250000,2975.875000,3472.110000,2975.670000,3472.210000,3263.180000,3472.490000,3263.590000,3472.350000,3263.385000,BOTTOM
M1,SPADMIC,DDRs2,layout,,CLK_160M,inputOutput,,MET2,pin,41.840000,0.000000,42.120000,0.410000,87.970000,2975.465000,88.250000,2975.875000,88.110000,2975.670000,88.210000,3263.180000,88.490000,3263.590000,88.350000,3263.385000,BOTTOM
M1,SPADMIC,DDRs2,layout,,PAD_VREF_EXT,inputOutput,,MET2,pin,-3.830000,0.000000,-3.550000,0.230000,42.300000,2975.465000,42.580000,2975.695000,42.440000,2975.580000,42.540000,3263.180000,42.820000,3263.410000,42.680000,3263.295000,BOTTOM
M1,SPADMIC,DDRs2,layout,,EN_REF_DRV_B,inputOutput,,MET2,pin,32.160000,0.000000,32.440000,0.230000,78.290000,2975.465000,78.570000,2975.695000,78.430000,2975.580000,78.530000,3263.180000,78.810000,3263.410000,78.670000,3263.295000,BOTTOM
M1,SPADMIC,DDRs2,layout,,Out_P<1>,inputOutput,,MET2,pin,3316.140000,129.340000,3316.660000,129.685000,3362.270000,3104.805000,3362.790000,3105.150000,3362.530000,3104.977500,3362.510000,3392.520000,3363.030000,3392.865000,3362.770000,3392.692500,TOP
M1,SPADMIC,DDRs2,layout,,DATA_H<0>,inputOutput,,MET2,pin,3423.030000,0.000000,3423.310000,0.265000,3469.160000,2975.465000,3469.440000,2975.730000,3469.300000,2975.597500,3469.400000,3263.180000,3469.680000,3263.445000,3469.540000,3263.312500,BOTTOM
I6,SPADMIC,TXRX4TDC2,layout,R0,EN_DRV,inputOutput,,MET2,drawing,18.500000,1353.060000,18.730000,1353.290000,3506.075000,2189.215000,3506.305000,2189.445000,3506.190000,2189.330000,3506.315000,2476.930000,3506.545000,2477.160000,3506.430000,2477.045000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,EN_REF_DRV_B,inputOutput,,MET2,pin,18.500000,1354.225000,18.730000,1354.505000,3506.075000,2190.380000,3506.305000,2190.660000,3506.190000,2190.520000,3506.315000,2478.095000,3506.545000,2478.375000,3506.430000,2478.235000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,S_DRV<0>,inputOutput,,MET2,pin,18.500000,1409.095000,18.730000,1409.325000,3506.075000,2245.250000,3506.305000,2245.480000,3506.190000,2245.365000,3506.315000,2532.965000,3506.545000,2533.195000,3506.430000,2533.080000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,S_DRV<3>,inputOutput,,MET2,pin,18.500000,1410.775000,18.730000,1411.005000,3506.075000,2246.930000,3506.305000,2247.160000,3506.190000,2247.045000,3506.315000,2534.645000,3506.545000,2534.875000,3506.430000,2534.760000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,S_DRV<2>,inputOutput,,MET2,pin,18.500000,1410.215000,18.730000,1410.445000,3506.075000,2246.370000,3506.305000,2246.600000,3506.190000,2246.485000,3506.315000,2534.085000,3506.545000,2534.315000,3506.430000,2534.200000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,S_DRV<1>,inputOutput,,MET2,pin,18.500000,1409.655000,18.730000,1409.885000,3506.075000,2245.810000,3506.305000,2246.040000,3506.190000,2245.925000,3506.315000,2533.525000,3506.545000,2533.755000,3506.430000,2533.640000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,EN_VREF_EXT,inputOutput,,MET2,pin,18.500000,1390.905000,18.760000,1391.185000,3506.075000,2227.060000,3506.335000,2227.340000,3506.205000,2227.200000,3506.315000,2514.775000,3506.575000,2515.055000,3506.445000,2514.915000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,VREF_ADJ_B,inputOutput,,MET2,pin,18.500000,1399.115000,18.755000,1399.390000,3506.075000,2235.270000,3506.330000,2235.545000,3506.202500,2235.407500,3506.315000,2522.985000,3506.570000,2523.260000,3506.442500,2523.122500,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,EN_VREF_400mV,inputOutput,,MET2,pin,18.500000,1358.910000,18.735000,1359.190000,3506.075000,2195.065000,3506.310000,2195.345000,3506.192500,2195.205000,3506.315000,2482.780000,3506.550000,2483.060000,3506.432500,2482.920000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,PAD_VREF_EXT,inputOutput,,MET2,pin,18.500000,1390.215000,18.730000,1390.495000,3506.075000,2226.370000,3506.305000,2226.650000,3506.190000,2226.510000,3506.315000,2514.085000,3506.545000,2514.365000,3506.430000,2514.225000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,DVDD,inputOutput,,METTP,pin,30.795000,1405.555000,65.795000,1407.690000,3518.370000,2241.710000,3553.370000,2243.845000,3535.870000,2242.777500,3518.610000,2529.425000,3553.610000,2531.560000,3536.110000,2530.492500,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,DVSS,inputOutput,,METTP,pin,70.795000,1405.830000,105.795000,1407.690000,3558.370000,2241.985000,3593.370000,2243.845000,3575.870000,2242.915000,3558.610000,2529.700000,3593.610000,2531.560000,3576.110000,2530.630000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_P<0>,inputOutput,,MET2,pin,143.810000,-387.175000,144.195000,-386.655000,3631.385000,448.980000,3631.770000,449.500000,3631.577500,449.240000,3631.625000,736.695000,3632.010000,737.215000,3631.817500,736.955000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_P<5>,inputOutput,,MET2,pin,143.810000,1304.825000,144.195000,1305.345000,3631.385000,2140.980000,3631.770000,2141.500000,3631.577500,2141.240000,3631.625000,2428.695000,3632.010000,2429.215000,3631.817500,2428.955000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_P<3>,inputOutput,,MET2,pin,143.810000,552.825000,144.195000,553.345000,3631.385000,1388.980000,3631.770000,1389.500000,3631.577500,1389.240000,3631.625000,1676.695000,3632.010000,1677.215000,3631.817500,1676.955000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_N<3>,inputOutput,,MET2,pin,143.965000,570.345000,144.195000,570.865000,3631.540000,1406.500000,3631.770000,1407.020000,3631.655000,1406.760000,3631.780000,1694.215000,3632.010000,1694.735000,3631.895000,1694.475000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T<4>,inputOutput,,MET2,pin,18.500000,1028.030000,19.255000,1028.310000,3506.075000,1864.185000,3506.830000,1864.465000,3506.452500,1864.325000,3506.315000,2151.900000,3507.070000,2152.180000,3506.692500,2152.040000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_N<1>,inputOutput,,MET2,pin,143.965000,-181.655000,144.195000,-181.135000,3631.540000,654.500000,3631.770000,655.020000,3631.655000,654.760000,3631.780000,942.215000,3632.010000,942.735000,3631.895000,942.475000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_N<5>,inputOutput,,MET2,pin,143.965000,1322.345000,144.195000,1322.865000,3631.540000,2158.500000,3631.770000,2159.020000,3631.655000,2158.760000,3631.780000,2446.215000,3632.010000,2446.735000,3631.895000,2446.475000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T<0>,inputOutput,,MET2,pin,18.500000,-475.970000,19.255000,-475.690000,3506.075000,360.185000,3506.830000,360.465000,3506.452500,360.325000,3506.315000,647.900000,3507.070000,648.180000,3506.692500,648.040000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,T<5>,inputOutput,,MET2,pin,18.500000,1216.030000,19.255000,1216.310000,3506.075000,2052.185000,3506.830000,2052.465000,3506.452500,2052.325000,3506.315000,2339.900000,3507.070000,2340.180000,3506.692500,2340.040000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_P<2>,inputOutput,,MET2,pin,143.810000,364.825000,144.195000,365.345000,3631.385000,1200.980000,3631.770000,1201.500000,3631.577500,1201.240000,3631.625000,1488.695000,3632.010000,1489.215000,3631.817500,1488.955000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_N<2>,inputOutput,,MET2,pin,143.965000,382.345000,144.195000,382.865000,3631.540000,1218.500000,3631.770000,1219.020000,3631.655000,1218.760000,3631.780000,1506.215000,3632.010000,1506.735000,3631.895000,1506.475000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_N<0>,inputOutput,,MET2,pin,143.965000,-369.655000,144.195000,-369.135000,3631.540000,466.500000,3631.770000,467.020000,3631.655000,466.760000,3631.780000,754.215000,3632.010000,754.735000,3631.895000,754.475000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T<3>,inputOutput,,MET2,pin,18.500000,464.030000,19.255000,464.310000,3506.075000,1300.185000,3506.830000,1300.465000,3506.452500,1300.325000,3506.315000,1587.900000,3507.070000,1588.180000,3506.692500,1588.040000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_N<4>,inputOutput,,MET2,pin,143.965000,1134.345000,144.195000,1134.865000,3631.540000,1970.500000,3631.770000,1971.020000,3631.655000,1970.760000,3631.780000,2258.215000,3632.010000,2258.735000,3631.895000,2258.475000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T<2>,inputOutput,,MET2,pin,18.500000,276.030000,19.255000,276.310000,3506.075000,1112.185000,3506.830000,1112.465000,3506.452500,1112.325000,3506.315000,1399.900000,3507.070000,1400.180000,3506.692500,1400.040000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,T<1>,inputOutput,,MET2,pin,18.500000,-287.970000,19.255000,-287.690000,3506.075000,548.185000,3506.830000,548.465000,3506.452500,548.325000,3506.315000,835.900000,3507.070000,836.180000,3506.692500,836.040000,LEFT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_P<1>,inputOutput,,MET2,pin,143.810000,-199.175000,144.195000,-198.655000,3631.385000,636.980000,3631.770000,637.500000,3631.577500,637.240000,3631.625000,924.695000,3632.010000,925.215000,3631.817500,924.955000,RIGHT
I6,SPADMIC,TXRX4TDC2,layout,R0,T_P<4>,inputOutput,,MET2,pin,143.810000,1116.825000,144.195000,1117.345000,3631.385000,1952.980000,3631.770000,1953.500000,3631.577500,1953.240000,3631.625000,2240.695000,3632.010000,2241.215000,3631.817500,2240.955000,RIGHT
M86,SPADMIC,CLOKIN,layout,,CKin,input,,MET2,pin,185.310000,0.580000,185.540000,0.810000,1942.530000,236.700000,1942.760000,236.930000,1942.645000,236.815000,1942.770000,524.415000,1943.000000,524.645000,1942.885000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,Probe_out_2,output,,MET1,pin,100.190000,22.730000,100.420000,22.960000,1857.410000,258.850000,1857.640000,259.080000,1857.525000,258.965000,1857.650000,546.565000,1857.880000,546.795000,1857.765000,546.680000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<0>,inputOutput,,MET1,pin,116.960000,21.550000,117.190000,21.780000,1874.180000,257.670000,1874.410000,257.900000,1874.295000,257.785000,1874.420000,545.385000,1874.650000,545.615000,1874.535000,545.500000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<27>,inputOutput,,MET2,pin,180.510000,0.580000,180.740000,0.810000,1937.730000,236.700000,1937.960000,236.930000,1937.845000,236.815000,1937.970000,524.415000,1938.200000,524.645000,1938.085000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<26>,inputOutput,,MET2,pin,12.170000,0.580000,12.400000,0.810000,1769.390000,236.700000,1769.620000,236.930000,1769.505000,236.815000,1769.630000,524.415000,1769.860000,524.645000,1769.745000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<25>,inputOutput,,MET1,pin,19.230000,26.915000,19.460000,27.145000,1776.450000,263.035000,1776.680000,263.265000,1776.565000,263.150000,1776.690000,550.750000,1776.920000,550.980000,1776.805000,550.865000,LEFT
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<24>,inputOutput,,MET1,pin,48.050000,21.430000,48.280000,21.660000,1805.270000,257.550000,1805.500000,257.780000,1805.385000,257.665000,1805.510000,545.265000,1805.740000,545.495000,1805.625000,545.380000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<23>,inputOutput,,MET2,pin,189.565000,0.580000,189.795000,0.810000,1946.785000,236.700000,1947.015000,236.930000,1946.900000,236.815000,1947.025000,524.415000,1947.255000,524.645000,1947.140000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<22>,inputOutput,,MET2,pin,91.105000,0.580000,91.335000,0.810000,1848.325000,236.700000,1848.555000,236.930000,1848.440000,236.815000,1848.565000,524.415000,1848.795000,524.645000,1848.680000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<21>,inputOutput,,MET1,pin,102.625000,21.095000,102.855000,21.325000,1859.845000,257.215000,1860.075000,257.445000,1859.960000,257.330000,1860.085000,544.930000,1860.315000,545.160000,1860.200000,545.045000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<20>,inputOutput,,MET2,pin,53.945000,0.580000,54.175000,0.810000,1811.165000,236.700000,1811.395000,236.930000,1811.280000,236.815000,1811.405000,524.415000,1811.635000,524.645000,1811.520000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<19>,inputOutput,,MET2,pin,65.685000,0.580000,65.915000,0.810000,1822.905000,236.700000,1823.135000,236.930000,1823.020000,236.815000,1823.145000,524.415000,1823.375000,524.645000,1823.260000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<18>,inputOutput,,MET2,pin,78.645000,0.580000,78.875000,0.810000,1835.865000,236.700000,1836.095000,236.930000,1835.980000,236.815000,1836.105000,524.415000,1836.335000,524.645000,1836.220000,524.530000,BOTTOM
M86,SPADMIC,CLOKIN,layout,,cfg_PLL<17>,inputOutput,,MET2,pin,90.260000,0.580000,90.490000,0.810000,1847.480000,236.700000,1847.710000,236.930000,1847.595000,236.815000,1847.720000,524.415000,1847.950000,524.645000,1847.835000,524.530000,BOTTOM
